variant,profile,mode,count,cycles_per_txn,accepted_per_cycle,min,mean,p50,p95,p99,max,throughput_txn_per_cycle
r2,100pct_Q8_DEC,Q8_DEC,200000,2.0334,0.491779,9,37.246,37,64,73,94,0.491779
r2,100pct_Q4_ENC,Q4_ENC,200000,18.7082,0.053452,21,167.369,172,181,184,196,0.053452
r2,100pct_Q4_DEC,Q4_DEC,200000,2.0366,0.491024,9,36.850,36,65,74,102,0.491024
r2,alt_Q8ENC_Q4DEC,Q8_ENC,100000,10.8534,0.092137,24,195.360,194,207,209,217,0.046069
r2,alt_Q8ENC_Q4DEC,Q4_DEC,100000,10.8534,0.092137,26,196.363,195,208,211,222,0.046069
r2,alt_Q8ENC_Q8DEC,Q8_ENC,100000,10.8533,0.092137,24,195.355,194,207,209,217,0.046069
r2,alt_Q8ENC_Q8DEC,Q8_DEC,100000,10.8533,0.092137,24,196.351,195,208,211,224,0.046069
r2,alt_Q4ENC_Q4DEC,Q4_ENC,100000,9.3533,0.106914,23,168.368,167,180,182,191,0.053457
r2,alt_Q4ENC_Q4DEC,Q4_DEC,100000,9.3533,0.106914,25,169.368,168,181,184,195,0.053457
r2,adversarial_HOL_pattern,Q8_ENC,33334,3.7505,0.266629,24,49.674,50,54,56,65,0.044439
r2,adversarial_HOL_pattern,Q8_DEC,100000,3.7505,0.266629,24,45.547,45,50,53,63,0.133315
r2,adversarial_HOL_pattern,Q4_DEC,66666,3.7505,0.266629,25,46.510,46,52,55,64,0.088876
r3,uniform_random_modes,Q8_ENC,44057,5.9774,0.167298,14,126.828,126,157,173,204,0.036853
r3,uniform_random_modes,Q8_DEC,55834,5.9774,0.167298,14,123.243,122,153,168,198,0.046704
r3,uniform_random_modes,Q4_ENC,44073,5.9774,0.167298,20,123.670,123,152,164,195,0.036867
r3,uniform_random_modes,Q4_DEC,56036,5.9774,0.167298,30,123.185,122,153,168,204,0.046873
r3,realistic_reconstructed_mix_SIMULATED,Q8_ENC,56816,6.4252,0.155636,23,136.966,136,175,192,209,0.044213
r3,realistic_reconstructed_mix_SIMULATED,Q8_DEC,65624,6.4252,0.155636,9,131.924,131,171,185,212,0.051067
r3,realistic_reconstructed_mix_SIMULATED,Q4_ENC,28218,6.4252,0.155636,20,128.645,128,163,176,197,0.021959
r3,realistic_reconstructed_mix_SIMULATED,Q4_DEC,49342,6.4252,0.155636,9,132.104,131,171,185,206,0.038397
r3,10pct_Q8ENC_90pct_other,Q8_ENC,21425,6.1727,0.162003,24,125.194,125,153,161,178,0.017355
r3,10pct_Q8ENC_90pct_other,Q8_DEC,56827,6.1727,0.162003,11,126.863,126,156,168,184,0.046031
r3,10pct_Q8ENC_90pct_other,Q4_ENC,64772,6.1727,0.162003,10,130.026,130,158,170,185,0.052466
r3,10pct_Q8ENC_90pct_other,Q4_DEC,56976,6.1727,0.162003,46,126.881,126,156,168,184,0.046151
r3,20pct_Q8ENC_80pct_other,Q8_ENC,37383,5.9008,0.169468,10,124.145,124,152,166,202,0.031676
r3,20pct_Q8ENC_80pct_other,Q8_DEC,56972,5.9008,0.169468,35,121.776,121,150,162,200,0.048275
r3,20pct_Q8ENC_80pct_other,Q4_ENC,50331,5.9008,0.169468,20,123.365,123,151,163,190,0.042648
r3,20pct_Q8ENC_80pct_other,Q4_DEC,55314,5.9008,0.169468,10,121.777,121,150,162,203,0.046870
r3,25pct_Q8ENC_75pct_other,Q8_ENC,43821,5.9723,0.167439,51,126.595,126,156,173,203,0.036687
r3,25pct_Q8ENC_75pct_other,Q8_DEC,55840,5.9723,0.167439,21,123.189,122,152,168,201,0.046749
r3,25pct_Q8ENC_75pct_other,Q4_ENC,44324,5.9723,0.167439,22,123.707,123,151,164,193,0.037108
r3,25pct_Q8ENC_75pct_other,Q4_DEC,56015,5.9723,0.167439,23,123.230,122,152,168,200,0.046895
r3,40pct_Q8ENC_60pct_other,Q8_ENC,59244,6.5956,0.151615,23,139.667,138,175,191,207,0.044911
r3,40pct_Q8ENC_60pct_other,Q8_DEC,55533,6.5956,0.151615,9,134.883,134,171,185,211,0.042098
r3,40pct_Q8ENC_60pct_other,Q4_ENC,29638,6.5956,0.151615,9,131.426,131,163,176,196,0.022468
r3,40pct_Q8ENC_60pct_other,Q4_DEC,55585,6.5956,0.151615,9,134.872,134,171,185,213,0.042138
r3,60pct_Q8ENC_40pct_other,Q8_ENC,73571,7.6450,0.130805,28,157.583,160,189,198,208,0.048117
r3,60pct_Q8ENC_40pct_other,Q8_DEC,57103,7.6450,0.130805,76,152.279,153,184,195,208,0.037347
r3,60pct_Q8ENC_40pct_other,Q4_ENC,16060,7.6450,0.130805,20,145.633,146,176,182,195,0.010504
r3,60pct_Q8ENC_40pct_other,Q4_DEC,53266,7.6450,0.130805,48,152.114,153,185,195,207,0.034837
r3,100pct_Q8_ENC,Q8_ENC,200000,20.7082,0.048290,23,185.365,190,199,202,214,0.048290
r3,100pct_Q8_DEC,Q8_DEC,200000,2.0363,0.491082,9,35.260,34,64,73,111,0.491082
r3,100pct_Q4_ENC,Q4_ENC,200000,17.7082,0.056471,23,158.373,163,172,175,184,0.056471
r3,100pct_Q4_DEC,Q4_DEC,200000,2.0339,0.491663,9,35.889,35,64,73,94,0.491663
r3,alt_Q8ENC_Q4DEC,Q8_ENC,100000,10.3533,0.096587,28,186.356,185,198,200,212,0.048294
r3,alt_Q8ENC_Q4DEC,Q4_DEC,100000,10.3533,0.096587,28,187.363,186,199,202,215,0.048294
r3,alt_Q8ENC_Q8DEC,Q8_ENC,100000,10.3533,0.096587,26,186.357,185,198,200,210,0.048294
r3,alt_Q8ENC_Q8DEC,Q8_DEC,100000,10.3533,0.096587,26,187.354,186,199,202,212,0.048294
r3,alt_Q4ENC_Q4DEC,Q4_ENC,100000,8.8533,0.112952,22,159.380,158,171,173,187,0.056476
r3,alt_Q4ENC_Q4DEC,Q4_DEC,100000,8.8533,0.112952,23,160.381,159,172,175,189,0.056476
r3,adversarial_HOL_pattern,Q8_ENC,33334,3.4678,0.288367,23,58.751,61,64,67,78,0.048062
r3,adversarial_HOL_pattern,Q8_DEC,100000,3.4678,0.288367,24,52.054,51,64,67,82,0.144183
r3,adversarial_HOL_pattern,Q4_DEC,66666,3.4678,0.288367,25,52.870,52,64,67,81,0.096121
